name,description,price,duration,create_date,last_update_date,count,successor_id,state_id
Umpqua Holdings Corporation,Nulla mollis molestie lorem.,9631.52,126,2021-03-17T17:03:03Z,2021-04-22 19:34:42 UTC,100,,2
"CBL & Associates Properties, Inc.",Nullam varius. Nulla facilisi.,21472.94,826,2021-05-12T13:32:45Z,2021-07-31 11:43:12 UTC,172,,1
Siebert Financial Corp.,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,22591.65,376,2021-12-08T23:12:46Z,2021-12-21 17:20:50 UTC,297,,2
Colgate-Palmolive Company,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",27982.21,924,2021-09-09T22:45:52Z,2021-11-08 00:54:59 UTC,28,,1
DryShips Inc.,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",28691.9,840,2021-08-20T18:02:50Z,2021-11-18 14:37:37 UTC,275,,2
Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",22878.94,79,2021-09-11T05:46:41Z,2021-10-22 14:32:26 UTC,195,,2
"Dupont Fabros Technology, Inc.","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",10925.55,870,2021-11-29T10:39:26Z,2022-01-09 18:48:50 UTC,206,,2
Eagle Point Credit Company Inc.,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",25317.41,597,2021-12-21T23:30:54Z,2022-01-30 00:07:58 UTC,98,,1
Voya International High Dividend Equity Income Fund,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",16040.59,465,2021-09-08T20:07:46Z,2021-09-23 23:45:35 UTC,125,,2
Kayne Anderson Energy Development Company,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",5283.04,280,2021-04-16T11:52:55Z,2021-06-13 05:40:19 UTC,221,,2
AK Steel Holding Corporation,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",24210.8,100,2021-11-04T09:39:14Z,2022-01-21 09:13:49 UTC,282,,1
Endeavour Silver Corporation,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,22812.72,632,2021-05-23T04:20:10Z,2021-08-05 14:01:22 UTC,53,,2
Westmoreland Coal Company,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2612.39,575,2021-07-27T20:48:06Z,2021-09-04 02:09:09 UTC,291,,1
"Cable One, Inc.",Integer ac leo.,25802.06,680,2021-11-01T00:53:06Z,2022-01-25 03:18:51 UTC,155,,1
IntriCon Corporation,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",23405.36,318,2021-08-29T22:13:59Z,2021-12-07 13:43:59 UTC,188,,2
"LEAP THERAPEUTICS, INC.","In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",14525.48,386,2021-09-20T15:01:03Z,2021-10-14 06:34:48 UTC,5,,2
Zions Bancorporation,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,28234.43,819,2022-02-11T08:51:09Z,2022-04-28 23:18:42 UTC,26,,2
Stone Energy Corporation,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",20434.29,584,2021-06-15T18:30:19Z,2021-08-15 15:57:32 UTC,26,,2
CardConnect Corp.,Donec posuere metus vitae ipsum. Aliquam non mauris.,7695.16,912,2021-08-25T05:54:39Z,2021-11-16 00:12:00 UTC,37,,2
Dynegy Inc.,Proin interdum mauris non ligula pellentesque ultrices.,4503.25,295,2021-03-27T18:23:43Z,2021-06-12 16:35:45 UTC,130,,1
"On Deck Capital, Inc.",Nunc purus. Phasellus in felis.,25291.85,571,2022-01-08T20:33:02Z,2022-03-01 08:00:09 UTC,73,,1
BioShares Biotechnology Products Fund,Phasellus in felis.,16861.14,255,2021-08-14T15:18:07Z,2021-10-12 23:12:31 UTC,12,,2
Rosetta Genomics Ltd.,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,3683.04,527,2021-04-24T23:21:39Z,2021-06-03 10:37:14 UTC,181,,1
"MacroGenics, Inc.",Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,18680.14,257,2021-04-11T07:59:05Z,2021-07-05 20:45:42 UTC,139,,1
First Trust,Morbi non lectus.,10064.99,45,2021-08-11T23:26:58Z,2021-08-22 08:02:50 UTC,190,,2
China Unicom (Hong Kong) Ltd,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",17688.95,512,2021-08-17T21:11:59Z,2021-09-10 01:39:29 UTC,172,,1
"Steel Dynamics, Inc.",Aliquam quis turpis eget elit sodales scelerisque.,20014.41,828,2021-06-13T13:27:32Z,2021-07-23 14:34:43 UTC,70,,1
Career Education Corporation,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",24665.43,609,2021-09-27T02:07:52Z,2021-12-28 19:11:56 UTC,217,,1
"GTY Technology Holdings, Inc.","Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",20566.22,260,2021-10-24T20:27:55Z,2021-11-29 17:54:33 UTC,285,,1
GDS Holdings Limited,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,10463.05,604,2021-05-20T07:56:50Z,2021-06-30 05:35:36 UTC,123,,2
Ivy NextShares,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",4314.89,832,2021-05-04T14:49:09Z,2021-05-13 21:42:32 UTC,85,,1
"Tesla, Inc. ",Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,27186.9,910,2021-04-26T19:31:17Z,2021-05-08 04:01:17 UTC,264,,2
Trustmark Corporation,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,4211.21,897,2021-10-14T03:43:36Z,2021-10-16 05:35:05 UTC,189,,2
FlexShares STOXX US ESG Impact Index Fund,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",3950.22,640,2021-12-15T07:57:32Z,2022-01-30 03:20:33 UTC,295,,2
Moog Inc.,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,22178.48,119,2021-03-11T04:33:42Z,2021-03-26 12:09:38 UTC,195,,1
"AeroVironment, Inc.","Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",18573.89,895,2021-05-19T07:18:42Z,2021-08-16 10:18:48 UTC,237,,2
"Old Second Bancorp, Inc.",Integer ac leo. Pellentesque ultrices mattis odio.,1354.66,801,2022-01-16T06:57:24Z,2022-02-05 09:41:29 UTC,36,,1
"Blueknight Energy Partners L.P., L.L.C.",Suspendisse potenti. Nullam porttitor lacus at turpis.,18906.07,388,2021-05-10T01:21:44Z,2021-06-30 06:06:49 UTC,141,,1
"Computer Task Group, Incorporated",Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,15550.78,769,2021-04-01T07:50:10Z,2021-05-11 00:01:57 UTC,144,,2
BB&T Corporation,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,9167.05,643,2022-01-31T15:24:10Z,2022-03-10 23:49:25 UTC,120,,1
"Alon USA Energy, Inc.",Vestibulum ac est lacinia nisi venenatis tristique.,7551.43,606,2021-03-31T12:21:08Z,2021-05-03 04:30:48 UTC,169,,1
Emclaire Financial Corp,Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.,25823.3,369,2021-08-19T04:17:01Z,2021-09-26 20:45:16 UTC,87,,2
"Professional Diversity Network, Inc.","Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",4142.46,45,2021-04-13T17:23:09Z,2021-05-13 15:02:02 UTC,59,,1
American Superconductor Corporation,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",4395.2,500,2021-12-25T10:34:10Z,2022-01-29 20:48:06 UTC,10,,2
"Gyrodyne , LLC",Morbi porttitor lorem id ligula.,525.97,95,2021-08-16T14:19:45Z,2021-08-28 05:53:52 UTC,115,,2
China XD Plastics Company Limited,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",19705.16,981,2022-01-14T07:23:44Z,2022-01-27 11:21:04 UTC,246,,1
Arbor Realty Trust,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",24816.61,405,2021-03-26T08:20:57Z,2021-07-04 08:38:28 UTC,229,,2
Esterline Technologies Corporation,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",618.69,592,2021-08-25T20:37:11Z,2021-10-30 10:44:46 UTC,120,,1
L.B. Foster Company,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",15726.28,117,2021-10-10T12:40:43Z,2021-12-17 01:09:40 UTC,98,,2
American Equity Investment Life Holding Company,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,4903.61,630,2021-06-15T09:46:44Z,2021-08-10 21:22:50 UTC,160,,2
STRATS Trust,Nulla nisl.,25922.61,864,2021-03-16T17:51:50Z,2021-04-29 20:05:07 UTC,178,,1
"Quality Systems, Inc.",In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,19443.68,27,2021-09-12T02:00:30Z,2021-12-07 20:42:19 UTC,105,,1
RAIT Financial Trust,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",16721.54,580,2022-02-15T08:05:15Z,2022-03-18 02:42:13 UTC,109,,1
Pacific Special Acquisition Corp.,Nunc rhoncus dui vel sem. Sed sagittis.,21180.59,471,2021-07-16T19:12:19Z,2021-08-14 07:31:38 UTC,159,,2
"Stanley Black & Decker, Inc.","Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",6141.13,20,2021-05-19T13:36:19Z,2021-06-12 10:37:33 UTC,97,,2
"General Communication, Inc.","Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",10030.72,172,2021-04-19T11:00:36Z,2021-06-23 02:48:07 UTC,162,,2
Eaton Vance Short Diversified Income Fund,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",12879.65,80,2021-04-05T13:58:54Z,2021-05-29 04:28:48 UTC,266,,1
Cimpress N.V,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",16813.18,216,2021-05-21T02:48:37Z,2021-05-28 01:12:46 UTC,37,,1
JMU Limited,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,19150.9,315,2022-01-12T21:07:04Z,2022-01-21 04:42:47 UTC,8,,2
"Adams Natural Resources Fund, Inc.",In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,873.47,733,2021-04-08T16:08:34Z,2021-05-01 23:13:43 UTC,135,,2
John Hancock Income Securities Trust,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",18300.79,718,2021-03-04T19:04:37Z,2021-05-23 19:20:39 UTC,128,,1
"Nuveen California Municipal Value Fund, Inc.",In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,8404.64,246,2021-07-18T10:51:00Z,2021-09-27 06:09:04 UTC,213,,2
Delta Technology Holdings Limited,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",7043.95,510,2021-10-16T00:51:33Z,2021-12-27 00:41:23 UTC,200,,1
"Seres Therapeutics, Inc.",Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,10336.09,497,2021-12-16T00:57:15Z,2022-01-09 22:36:09 UTC,234,,2
"Texas Capital Bancshares, Inc.","Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",20769.88,917,2021-09-29T16:11:41Z,2021-12-23 09:35:26 UTC,101,,2
"ATN International, Inc.",Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,3364.1,350,2021-08-17T23:40:13Z,2021-08-31 21:42:36 UTC,94,,1
Eaton Vance Municipal Income Trust,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",9241.44,998,2021-04-08T04:44:34Z,2021-05-03 23:19:07 UTC,116,,1
PIMCO Municipal Income Fund III,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",3028.33,537,2021-08-18T16:31:53Z,2021-10-27 08:53:10 UTC,135,,1
"CBL & Associates Properties, Inc.",Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,11457.08,910,2021-06-14T06:42:10Z,2021-09-18 07:11:58 UTC,22,,1
iShares Commodities Select Strategy ETF,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",10793.14,168,2021-07-14T17:37:08Z,2021-09-16 23:11:26 UTC,121,,1
First Trust SSI Strategic Convertible Securities ETF,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.,2731.52,483,2022-01-07T11:44:43Z,2022-03-25 16:26:43 UTC,162,,2
Vascular Biogenics Ltd.,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",6200.31,25,2021-07-04T12:40:41Z,2021-08-28 18:01:09 UTC,48,,2
AZZ Inc.,Nullam varius. Nulla facilisi.,26580.15,872,2021-07-28T05:00:00Z,2021-09-21 23:54:10 UTC,63,,1
Gemphire Therapeutics Inc.,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",5652.18,570,2021-12-30T21:03:43Z,2022-01-24 18:40:06 UTC,267,,2
American Homes 4 Rent,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",20754.65,84,2021-07-18T00:48:18Z,2021-07-19 04:00:20 UTC,11,,2
John Hancock Hedged Equity & Income Fund,Quisque ut erat.,9219.06,408,2021-05-12T18:05:10Z,2021-07-25 08:57:05 UTC,293,,2
"Post Holdings, Inc.","Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",15876.33,973,2021-12-30T21:45:57Z,2022-03-14 13:26:02 UTC,234,,1
"Zimmer Biomet Holdings, Inc.",Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,22077.14,410,2022-01-30T15:22:09Z,2022-04-14 00:41:09 UTC,39,,2
"Matson, Inc.","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",20910.2,943,2021-11-21T03:45:27Z,2022-02-07 13:32:53 UTC,293,,2
"Lithia Motors, Inc.","Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",18576.49,879,2021-12-06T01:54:17Z,2021-12-08 21:23:34 UTC,254,,2
"Werner Enterprises, Inc.",Donec posuere metus vitae ipsum.,27978.12,757,2021-10-21T01:13:46Z,2021-11-21 06:51:21 UTC,172,,2
"Biocept, Inc.",Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,6147.21,572,2021-07-08T09:52:05Z,2021-08-30 11:13:53 UTC,76,,2
Eaton Vance Tax-Managed Diversified Equity Income Fund,Suspendisse potenti. Nullam porttitor lacus at turpis.,6069.99,735,2021-07-29T13:47:09Z,2021-10-15 08:50:39 UTC,127,,1
Emmis Communications Corporation,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,8914.71,657,2021-07-03T20:52:42Z,2021-09-02 03:01:14 UTC,30,,2
"LeMaitre Vascular, Inc.","Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",27222.05,334,2021-08-02T14:10:03Z,2021-08-15 14:30:29 UTC,187,,1
Jacobs Engineering Group Inc.,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,15328.03,629,2021-06-06T11:42:54Z,2021-07-23 15:51:04 UTC,23,,1
"One Liberty Properties, Inc.",In hac habitasse platea dictumst.,8307.91,575,2021-12-26T23:13:43Z,2022-01-26 06:48:08 UTC,271,,2
Invesco Quality Municipal Income Trust,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",19820.69,660,2021-05-21T23:30:37Z,2021-07-29 22:28:35 UTC,215,,2
"Green Bancorp, Inc.",Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,16060.51,680,2022-01-29T21:20:33Z,2022-04-10 01:29:34 UTC,23,,2
"Vishay Intertechnology, Inc.","Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",21342.52,124,2021-12-17T21:13:48Z,2022-02-24 17:30:57 UTC,135,,1
"Insmed, Inc.",Maecenas tincidunt lacus at velit.,29844.36,865,2022-01-14T11:24:02Z,2022-02-02 06:10:03 UTC,210,,1
U.S. Bancorp,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",22420.78,891,2021-04-17T17:55:51Z,2021-06-19 14:38:59 UTC,91,,1
Global X SuperDividend Alternatives ETF,Proin interdum mauris non ligula pellentesque ultrices.,2230.11,260,2021-07-20T00:55:28Z,2021-10-02 11:25:00 UTC,82,,2
Cyanotech Corporation,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",12790.48,663,2021-04-15T17:39:32Z,2021-05-07 21:38:55 UTC,9,,1
